Frame,UnityTime,StopwatchTime,TrialID,Event,Details
2144,38.2250,37.767460,MNM_P4,Choice,
2308,40.9584,40.500799,MNM_P4,Fail,
2308,40.9597,40.502152,MNM_P4,AudioPlaying_errorBeep,
2368,41.9585,41.500900,MNM_P4,Reset,
2368,41.9587,41.501141,MNM_P4,InterTrialInterval,
2369,41.9749,41.517312,MNM_P5,TrialOn,
2369,41.9751,41.517505,MNM_P5,Fixation,
2446,43.2582,42.800579,MNM_P5,CueOn,
2476,43.7585,43.300967,MNM_P5,CueOff,
2477,43.7749,43.317269,MNM_P5,Delay1,
2658,46.7929,46.335290,MNM_P5,SampleOn,
2688,47.2915,46.833930,MNM_P5,SampleOff,
2689,47.3083,46.850682,MNM_P5,Delay2,
2720,47.8245,47.366889,MNM_P5,Choice,
2885,50.5750,50.117414,MNM_P5,Fail,
2885,50.5753,50.117684,MNM_P5,AudioPlaying_errorBeep,
2946,51.5918,51.134183,MNM_P5,Reset,
2946,51.5920,51.134446,MNM_P5,InterTrialInterval,
2947,51.6083,51.150718,MNM_P6,TrialOn,
2947,51.6085,51.150941,MNM_P6,Fixation,
3024,52.8917,52.434073,MNM_P6,CueOn,
3053,53.3751,52.917563,MNM_P6,CueOff,
3054,53.3915,52.933953,MNM_P6,Delay1,
3236,56.4244,55.966867,MNM_P6,SampleOn,
3266,56.9213,56.463717,MNM_P6,SampleOff,
3267,56.9376,56.480061,MNM_P6,Delay2,
3298,57.4547,56.997127,MNM_P6,Choice,
3463,60.2081,59.750500,MNM_P6,Fail,
3463,60.2084,59.750840,MNM_P6,AudioPlaying_errorBeep,
3523,61.2081,60.750549,MNM_P6,Reset,
3523,61.2084,60.750797,MNM_P6,InterTrialInterval,
3524,61.2253,60.767698,MNM_P7,TrialOn,
3524,61.2255,60.767907,MNM_P7,Fixation,
3601,62.5085,62.050888,MNM_P7,CueOn,
3631,63.0086,62.550996,MNM_P7,CueOff,
3632,63.0252,62.567575,MNM_P7,Delay1,
3814,66.0585,65.600875,MNM_P7,SampleOn,
3843,66.5415,66.083898,MNM_P7,SampleOff,
3844,66.5580,66.100425,MNM_P7,Delay2,
3875,67.0750,66.617458,MNM_P7,Choice,
4039,69.8083,69.350702,MNM_P7,Fail,
4039,69.8085,69.350959,MNM_P7,AudioPlaying_errorBeep,
4100,70.8249,70.367291,MNM_P7,Reset,
4100,70.8251,70.367533,MNM_P7,InterTrialInterval,
4101,70.8420,70.384381,MNM_P8,TrialOn,
4101,70.8422,70.384595,MNM_P8,Fixation,
4178,72.1250,71.667383,MNM_P8,CueOn,
4208,72.6249,72.167292,MNM_P8,CueOff,
4209,72.6416,72.184055,MNM_P8,Delay1,
4391,75.6753,75.217689,MNM_P8,SampleOn,
4421,76.1751,75.717543,MNM_P8,SampleOff,
4422,76.1918,75.734267,MNM_P8,Delay2,
4454,76.7253,76.267735,MNM_P8,Choice,
4619,79.4750,79.017372,MNM_P8,Fail,
4619,79.4752,79.017660,MNM_P8,AudioPlaying_errorBeep,
4680,80.4918,80.034187,MNM_P8,Reset,
4680,80.4920,80.034434,MNM_P8,InterTrialInterval,
4681,80.5082,80.050592,MNM_P9,TrialOn,
4681,80.5084,80.050815,MNM_P9,Fixation,
4757,81.7748,81.317265,MNM_P9,CueOn,
4786,82.2585,81.800896,MNM_P9,CueOff,
4787,82.2750,81.817371,MNM_P9,Delay1,
4969,85.3085,84.850896,MNM_P9,SampleOn,
4998,85.7916,85.334049,MNM_P9,SampleOff,
4999,85.8083,85.350674,MNM_P9,Delay2,
5031,86.3418,85.884220,MNM_P9,Choice,
5195,89.0749,88.617342,MNM_P9,Fail,
5195,89.0752,88.617615,MNM_P9,AudioPlaying_errorBeep,
5256,90.0918,89.634240,MNM_P9,Reset,
5256,90.0921,89.634479,MNM_P9,InterTrialInterval,
5257,90.1086,89.651003,MNM_P10,TrialOn,
5257,90.1088,89.651233,MNM_P10,Fixation,
5334,91.3919,90.934276,MNM_P10,CueOn,
5363,91.8751,91.417566,MNM_P10,CueOff,
5364,91.8918,91.434252,MNM_P10,Delay1,
5546,94.9248,94.467263,MNM_P10,SampleOn,
5576,95.4251,94.967481,MNM_P10,SampleOff,
5577,95.4417,94.984165,MNM_P10,Delay2,
5609,95.9753,95.517685,MNM_P10,Choice,
5773,98.7085,98.250882,MNM_P10,Fail,
5773,98.7087,98.251149,MNM_P10,AudioPlaying_errorBeep,
5834,99.7249,99.267272,MNM_P10,Reset,
5834,99.7251,99.267514,MNM_P10,InterTrialInterval,
5835,99.7417,99.284166,MNM_P10,StartEndBlock,
