TrialID,BlockCount,SampleOnStimIndices,SampleOnStimLocations,TargetOnStimIndices,TargetOnStimLocations
WMTEST1,1,[1],"[0, 0, 0]","[1,10,17]","[[4, -2, 0],[2, 0, 0],[-2, -2, 0]]"
WMTEST2,1,[2],"[0, 0, 0]","[2,7,18]","[[4, 0, 0],[1, -1, 0],[-1, 2, 0]]"
WMTEST3,1,[3],"[0, 0, 0]","[3,10,9]","[[1, -2, 0],[1, 0, 0],[-4, 1, 0]]"
WMTEST4,1,[4],"[0, 0, 0]","[4,23,6]","[[-3, 0, 0],[2, 0, 0],[3, -1, 0]]"
WMTEST5,1,[5],"[0, 0, 0]","[5,21,20]","[[2, -2, 0],[-4, -2, 0],[2, 0, 0]]"
