TrialID,BlockCount,SampleOnStimIndices,SampleOnStimLocations,TargetOnStimIndices,TargetOnStimLocations
SDMS_159,4,"[15, 9, 0]","[[-3, .15, 0],[0, .15, 0],[3, .15, 0]]","[15, 18, 0]","[[-3, .15, 0],[0, .15, 0],[3, .15, 0]]"
SDMS_160,4,"[9, 5, 20]","[[-3, .15, 0],[0, .15, 0],[3, .15, 0]]","[23, 0, 20]","[[-3, .15, 0],[0, .15, 0],[3, .15, 0]]"
SDMS_161,4,"[8, 1, 7]","[[-3, .15, 0],[0, .15, 0],[3, .15, 0]]","[8, 1, 7]","[[-3, .15, 0],[0, .15, 0],[3, .15, 0]]"
SDMS_162,4,"[11, 18, 23]","[[-3, .15, 0],[0, .15, 0],[3, .15, 0]]","[6, 19, 2]","[[-3, .15, 0],[0, .15, 0],[3, .15, 0]]"
SDMS_163,4,"[18, 10, 21]","[[-3, .15, 0],[0, .15, 0],[3, .15, 0]]","[7, 10, 21]","[[-3, .15, 0],[0, .15, 0],[3, .15, 0]]"
SDMS_164,4,"[22, 19, 14]","[[-3, .15, 0],[0, .15, 0],[3, .15, 0]]","[4, 23, 2]","[[-3, .15, 0],[0, .15, 0],[3, .15, 0]]"
SDMS_165,4,"[21, 2, 5]","[[-3, .15, 0],[0, .15, 0],[3, .15, 0]]","[21, 2, 5]","[[-3, .15, 0],[0, .15, 0],[3, .15, 0]]"
SDMS_166,4,"[4, 15, 17]","[[-3, .15, 0],[0, .15, 0],[3, .15, 0]]","[10, 15, 17]","[[-3, .15, 0],[0, .15, 0],[3, .15, 0]]"
SDMS_167,4,"[13, 8, 10]","[[-3, .15, 0],[0, .15, 0],[3, .15, 0]]","[23, 22, 21]","[[-3, .15, 0],[0, .15, 0],[3, .15, 0]]"
SDMS_168,4,"[14, 3, 13]","[[-3, .15, 0],[0, .15, 0],[3, .15, 0]]","[14, 3, 13]","[[-3, .15, 0],[0, .15, 0],[3, .15, 0]]"
SDMS_169,4,"[18, 10, 21]","[[-3, .15, 0],[0, .15, 0],[3, .15, 0]]","[18, 10, 21]","[[-3, .15, 0],[0, .15, 0],[3, .15, 0]]"
SDMS_170,4,"[12, 13, 18]","[[-3, .15, 0],[0, .15, 0],[3, .15, 0]]","[17, 13, 18]","[[-3, .15, 0],[0, .15, 0],[3, .15, 0]]"
SDMS_171,4,"[21, 2, 5]","[[-3, .15, 0],[0, .15, 0],[3, .15, 0]]","[21, 20, 13]","[[-3, .15, 0],[0, .15, 0],[3, .15, 0]]"
SDMS_172,4,"[1, 14, 12]","[[-3, .15, 0],[0, .15, 0],[3, .15, 0]]","[8, 14, 12]","[[-3, .15, 0],[0, .15, 0],[3, .15, 0]]"
SDMS_173,4,"[20, 4, 19]","[[-3, .15, 0],[0, .15, 0],[3, .15, 0]]","[20, 4, 19]","[[-3, .15, 0],[0, .15, 0],[3, .15, 0]]"
SDMS_174,4,"[0, 20, 22]","[[-3, .15, 0],[0, .15, 0],[3, .15, 0]]","[2, 8, 18]","[[-3, .15, 0],[0, .15, 0],[3, .15, 0]]"
SDMS_175,4,"[7, 12, 11]","[[-3, .15, 0],[0, .15, 0],[3, .15, 0]]","[15, 2, 19]","[[-3, .15, 0],[0, .15, 0],[3, .15, 0]]"
SDMS_176,4,"[1, 14, 12]","[[-3, .15, 0],[0, .15, 0],[3, .15, 0]]","[1, 14, 12]","[[-3, .15, 0],[0, .15, 0],[3, .15, 0]]"
SDMS_177,4,"[11, 18, 23]","[[-3, .15, 0],[0, .15, 0],[3, .15, 0]]","[11, 18, 15]","[[-3, .15, 0],[0, .15, 0],[3, .15, 0]]"
SDMS_178,4,"[22, 19, 14]","[[-3, .15, 0],[0, .15, 0],[3, .15, 0]]","[22, 18, 14]","[[-3, .15, 0],[0, .15, 0],[3, .15, 0]]"
SDMS_179,4,"[23, 21, 9]","[[-3, .15, 0],[0, .15, 0],[3, .15, 0]]","[22, 19, 18]","[[-3, .15, 0],[0, .15, 0],[3, .15, 0]]"
SDMS_180,4,"[1, 14, 12]","[[-3, .15, 0],[0, .15, 0],[3, .15, 0]]","[1, 14, 12]","[[-3, .15, 0],[0, .15, 0],[3, .15, 0]]"
SDMS_181,4,"[17, 0, 16]","[[-3, .15, 0],[0, .15, 0],[3, .15, 0]]","[18, 0, 16]","[[-3, .15, 0],[0, .15, 0],[3, .15, 0]]"
SDMS_182,4,"[5, 6, 4]","[[-3, .15, 0],[0, .15, 0],[3, .15, 0]]","[5, 13, 13]","[[-3, .15, 0],[0, .15, 0],[3, .15, 0]]"
SDMS_183,4,"[4, 15, 17]","[[-3, .15, 0],[0, .15, 0],[3, .15, 0]]","[4, 15, 17]","[[-3, .15, 0],[0, .15, 0],[3, .15, 0]]"
SDMS_184,4,"[20, 4, 19]","[[-3, .15, 0],[0, .15, 0],[3, .15, 0]]","[20, 4, 1]","[[-3, .15, 0],[0, .15, 0],[3, .15, 0]]"
SDMS_185,4,"[22, 19, 14]","[[-3, .15, 0],[0, .15, 0],[3, .15, 0]]","[22, 19, 14]","[[-3, .15, 0],[0, .15, 0],[3, .15, 0]]"
SDMS_186,4,"[20, 4, 19]","[[-3, .15, 0],[0, .15, 0],[3, .15, 0]]","[1, 6, 19]","[[-3, .15, 0],[0, .15, 0],[3, .15, 0]]"
SDMS_187,4,"[3, 16, 8]","[[-3, .15, 0],[0, .15, 0],[3, .15, 0]]","[3, 16, 8]","[[-3, .15, 0],[0, .15, 0],[3, .15, 0]]"
SDMS_188,4,"[9, 5, 20]","[[-3, .15, 0],[0, .15, 0],[3, .15, 0]]","[9, 5, 20]","[[-3, .15, 0],[0, .15, 0],[3, .15, 0]]"
SDMS_189,4,"[19, 17, 3]","[[-3, .15, 0],[0, .15, 0],[3, .15, 0]]","[18, 23, 3]","[[-3, .15, 0],[0, .15, 0],[3, .15, 0]]"
SDMS_190,4,"[10, 7, 2]","[[-3, .15, 0],[0, .15, 0],[3, .15, 0]]","[22, 16, 0]","[[-3, .15, 0],[0, .15, 0],[3, .15, 0]]"
SDMS_191,4,"[1, 14, 12]","[[-3, .15, 0],[0, .15, 0],[3, .15, 0]]","[1, 15, 0]","[[-3, .15, 0],[0, .15, 0],[3, .15, 0]]"
SDMS_192,4,"[12, 13, 18]","[[-3, .15, 0],[0, .15, 0],[3, .15, 0]]","[12, 13, 18]","[[-3, .15, 0],[0, .15, 0],[3, .15, 0]]"
